pos	5pC>T
1	0.456335616438356
2	0.243697478991597
3	0.140415461477781
4	0.129186602870813
5	0.107741787273145
6	0.110608943862988
7	0.0788505747126437
8	0.0767970030437837
9	0.067090395480226
10	0.0587549545348566
11	0.0562230786669689
12	0.0545935545935546
13	0.0576112412177986
14	0.0572174738841406
15	0.0578279266572638
16	0.0487804878048781
17	0.049686556768052
18	0.0551401869158879
19	0.0495516753185465
20	0.0498506776935447
21	0.0534822914190635
22	0.0521984481542441
23	0.0679751077070369
24	0.0645004849660524
25	0.0662347012239021
