pos	3pG>A
1	0.04491126403477
2	0.0306918238993711
3	0.0251472587222474
4	0.0284531815830316
5	0.0217020238966106
6	0.0268408551068884
7	0.0249173658784643
8	0.0222332015810277
9	0.027625625148845
10	0.0238397159523206
11	0.0192918192918193
12	0.0260344026034403
13	0.0226593625498008
14	0.0249455073867765
15	0.0296330066104399
16	0.0234016887816647
17	0.0170523751522534
18	0.0224337185588035
19	0.0265594541910331
20	0.0218539865513929
21	0.0231578947368421
22	0.0266764561918747
23	0.0212509055783627
24	0.0234907211651398
25	0.0262246412666997
