# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/mapDamage2_ssLibs/input/FUM003.A0102.SG1.4_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	34	704
+	32	855
+	40	356
+	37	490
+	41	259
+	31	1036
+	50	120
+	30	1094
+	43	266
+	33	794
+	35	667
+	44	241
+	38	404
+	53	75
+	48	128
+	36	562
+	55	62
+	58	41
+	51	91
+	46	161
+	47	136
+	42	316
+	45	206
+	39	373
+	54	51
+	72	11
+	70	14
+	65	23
+	49	109
+	57	34
+	73	14
+	74	12
+	59	34
+	63	22
+	60	25
+	56	48
+	71	10
+	66	9
+	68	10
+	61	29
+	83	9
+	52	83
+	90	2
+	67	16
+	29	6
+	76	10
+	62	30
+	75	7
+	97	1
+	78	3
+	64	21
+	69	13
+	87	4
+	85	4
+	84	6
+	79	5
+	107	1
+	88	3
+	81	4
+	80	3
+	77	7
+	96	1
+	108	2
+	91	1
+	89	3
+	120	1
+	92	1
+	82	2
+	86	1
+	100	1
+	122	1
+	113	1
+	95	1
+	28	1
+	116	1
+	124	1
+	125	1
-	31	968
-	34	762
-	38	407
-	37	492
-	32	887
-	39	363
-	35	631
-	33	732
-	57	32
-	36	551
-	41	298
-	43	281
-	30	1042
-	48	138
-	42	295
-	45	179
-	81	4
-	40	341
-	44	226
-	63	23
-	56	53
-	62	28
-	50	89
-	46	167
-	53	73
-	111	1
-	52	79
-	47	157
-	49	132
-	67	21
-	64	29
-	51	95
-	89	3
-	29	8
-	61	32
-	65	20
-	59	37
-	95	2
-	54	80
-	77	12
-	55	69
-	79	7
-	73	15
-	84	7
-	76	7
-	88	3
-	70	13
-	75	11
-	68	14
-	91	2
-	60	27
-	80	3
-	66	15
-	69	12
-	85	2
-	86	3
-	58	34
-	71	9
-	90	2
-	78	5
-	82	3
-	74	10
-	117	2
-	87	1
-	102	2
-	92	1
-	72	11
-	96	2
-	109	2
-	107	2
-	124	1
-	119	1
-	97	2
-	28	2
-	83	1
-	106	1
-	94	1
-	136	1
-	110	1
