"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0390820939913197,0.019687707404969,0.528479815486413,0.494897495304642,0.152857607331074,-2025.97629124574
"Std.",0.00027062175756452,0.000313465518907166,0.00976247844642228,0.00658033019443597,0.00189692396823351,1.56592878200813
"Acceptance ratio",0.21976,0.26602,0.27338,0.18636,0.23732,0.73898
"0%",0.0380233048580787,0.0184293089905445,0.496397261629136,0.472859145390097,0.145232972424812,-2038.33641974337
"2.5%",0.0385499430889084,0.0190720651402874,0.510324571079198,0.482300343682189,0.149167477123225,-2029.8597336585
"5%",0.0386359670173462,0.0191764945161875,0.512858717608409,0.48419817723983,0.149759098058846,-2029.04152415835
"7.5%",0.0386842920998883,0.0192423320090682,0.514427749298622,0.4852999834967,0.150146267208069,-2028.49202265687
"10%",0.0387297257722451,0.0192863507011095,0.515919915651879,0.486437312042346,0.150428347081655,-2028.10666906819
"12.5%",0.0387677862570759,0.01932729193745,0.517146842673742,0.487261565771393,0.150665134958947,-2027.79584477129
"15%",0.0387998086920708,0.0193613092985086,0.518275591503859,0.487989634924439,0.150871987456682,-2027.53000393016
"17.5%",0.0388260170902028,0.0193935585719118,0.519335297723972,0.488672835388933,0.151060542958602,-2027.30021783005
"20%",0.0388561508104899,0.0194223221353785,0.52015795116536,0.489307939557936,0.151249134249197,-2027.09621932463
"22.5%",0.038881184041304,0.019451533887755,0.52084006432588,0.489844313177281,0.151415077056073,-2026.92693814558
"25%",0.0389051482987632,0.0194759825971079,0.52156480431753,0.490390930403555,0.151576922246844,-2026.77512557257
"27.5%",0.0389233306748817,0.019501659686161,0.522374328775583,0.490829356055112,0.15174054637115,-2026.63174623424
"30%",0.0389403924874478,0.0195252584587084,0.523119955312761,0.491292395997635,0.151873281230967,-2026.49239697741
"32.5%",0.0389597446521419,0.0195462648169046,0.52386511236303,0.491752171366186,0.151990079714675,-2026.36576498024
"35%",0.0389795116903099,0.0195647993474856,0.524586683234021,0.492230097441774,0.152118440979859,-2026.24527328404
"37.5%",0.038997746195517,0.0195869220632905,0.525294767530405,0.492659164194562,0.15226603084667,-2026.13286467582
"40%",0.0390158982946931,0.019606944478529,0.525932540888566,0.493188098237753,0.152376493423051,-2026.02983450146
"42.5%",0.0390315669534844,0.0196270187685385,0.526466536294252,0.493604468311099,0.152487284242926,-2025.92944128476
"45%",0.0390470223543106,0.0196474039021498,0.527144612004069,0.493991304737024,0.152603476399693,-2025.83461294446
"47.5%",0.0390646754794208,0.0196685955286305,0.527807975100908,0.494415761825504,0.152731609589205,-2025.74127701729
"50%",0.0390807801994111,0.019685307145178,0.528412747899846,0.494906958721234,0.152840932768966,-2025.6508861988
"52.5%",0.0390998955782825,0.0197069018963476,0.529019149462894,0.495313722653535,0.152969207014642,-2025.56104750859
"55%",0.039118695740093,0.0197237516227982,0.529527691469586,0.495760051120499,0.1530899559903,-2025.47634736183
"57.5%",0.0391383174410071,0.0197429868981397,0.530127909470825,0.496183814638114,0.153229125532225,-2025.38751188967
"60%",0.0391549890492276,0.0197628195353984,0.530637249865023,0.496605989202472,0.153342497381928,-2025.30834984787
"62.5%",0.0391708406535342,0.0197852997014587,0.531273865705454,0.497037484405248,0.153469087319786,-2025.22885367655
"65%",0.0391885637720094,0.0198068279132446,0.531893981956551,0.497446808530697,0.153588723597022,-2025.14840243632
"67.5%",0.0392068973497791,0.0198307877576114,0.532665973980652,0.497894623792575,0.153723591387685,-2025.0727308456
"70%",0.0392256572755171,0.0198544282128135,0.533451112774196,0.498307798188629,0.153842825532847,-2024.98793600918
"72.5%",0.0392430871547513,0.0198786960868039,0.534188360694083,0.498845991766441,0.153985646827163,-2024.9087946278
"75%",0.0392624729183036,0.0199015305070795,0.535059589516443,0.499321972459089,0.154117931290139,-2024.83356846855
"77.5%",0.0392844343010857,0.0199242984174507,0.535915228871813,0.499826977170961,0.154267917204243,-2024.75351755242
"80%",0.0393083437418422,0.0199544102537264,0.536851508275591,0.500493061068483,0.154440798108359,-2024.6653578318
"82.5%",0.0393302579023441,0.0199830177677541,0.53765241788892,0.501070037480985,0.154607118747231,-2024.57934732359
"85%",0.039357688719628,0.0200159139682347,0.538683680178801,0.501745101457374,0.154809837690342,-2024.48799568953
"87.5%",0.0393931324262807,0.0200536868602479,0.539833179852551,0.50253276611538,0.1550340582416,-2024.39489412648
"90%",0.0394275254560178,0.0200907473013506,0.541091351943323,0.503412956005196,0.155270584930751,-2024.29482458596
"92.5%",0.0394735527337892,0.0201401922320024,0.542761061693395,0.504511108193435,0.155574118274221,-2024.18706998649
"95%",0.0395284040883229,0.0202050438223648,0.544934864117705,0.505644676606553,0.155963642835655,-2024.06499309183
"97.5%",0.0396129476357458,0.0203125702058972,0.547848364622637,0.50790627111196,0.156574879918222,-2023.904058725
"100%",0.0400651109949889,0.0209731283879888,0.570987117254917,0.520938563769425,0.160105749202795,-2023.51359161283
