pos	3pG>A
1	0.011673278272745
2	0.0122362990967072
3	0.0110731194108364
4	0.0104875533951981
5	0.00912545339397778
6	0.00961891060900962
7	0.0104402141582391
8	0.0100613204738941
9	0.00957717487635438
10	0.00985309924758151
11	0.00884270699973204
12	0.0111530493515339
13	0.00948369805319118
14	0.00964545640545991
15	0.0099972383319525
16	0.00878384235314514
17	0.00917807817494062
18	0.00986259799376212
19	0.00982419855222337
20	0.00868281670573934
21	0.00960377411473983
22	0.00836967018817126
23	0.00879559047730738
24	0.00904068307383224
25	0.00948250939577913
