# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_ssLibs/input/CDM019.A0102.SG1.4_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	47	1069
+	128	127
+	40	1257
+	42	1223
+	75	1130
+	76	7374
+	68	573
+	37	1252
+	30	1305
+	33	1249
+	64	683
+	43	1229
+	32	1383
+	34	1331
+	113	178
+	50	1034
+	39	1278
+	44	1214
+	81	350
+	45	1130
+	94	285
+	66	592
+	88	304
+	35	1299
+	58	844
+	102	191
+	52	1004
+	73	1207
+	59	764
+	98	233
+	87	316
+	78	388
+	86	356
+	70	577
+	36	1276
+	107	190
+	84	352
+	55	903
+	85	358
+	71	580
+	54	875
+	139	76
+	51	975
+	63	648
+	99	258
+	48	1120
+	117	144
+	57	771
+	56	826
+	65	642
+	53	967
+	140	80
+	106	226
+	90	310
+	62	673
+	31	1408
+	69	550
+	92	306
+	38	1184
+	82	413
+	138	95
+	41	1245
+	60	769
+	72	780
+	49	1040
+	100	242
+	141	71
+	77	492
+	105	198
+	97	262
+	130	126
+	109	182
+	95	276
+	134	107
+	61	714
+	46	1110
+	67	620
+	123	113
+	89	295
+	83	364
+	74	595
+	101	229
+	118	179
+	108	187
+	129	126
+	137	98
+	93	289
+	136	91
+	114	187
+	111	161
+	104	224
+	79	392
+	80	402
+	115	159
+	133	84
+	120	136
+	124	139
+	96	273
+	135	110
+	116	143
+	122	104
+	121	133
+	103	226
+	110	172
+	91	307
+	112	174
+	119	150
+	132	96
+	131	102
+	125	146
+	127	116
+	126	121
+	29	3
+	143	2
+	28	2
-	80	405
-	32	1337
-	57	807
-	67	618
-	107	200
-	39	1252
-	49	1016
-	50	1097
-	30	1302
-	127	124
-	99	252
-	31	1383
-	40	1292
-	70	587
-	76	7206
-	41	1299
-	44	1235
-	63	655
-	38	1301
-	78	418
-	59	777
-	48	1025
-	45	1145
-	128	137
-	58	771
-	53	933
-	37	1321
-	46	1104
-	91	328
-	35	1274
-	47	1145
-	96	242
-	51	965
-	90	292
-	74	562
-	60	734
-	62	743
-	95	268
-	55	881
-	69	568
-	73	1212
-	42	1251
-	68	632
-	34	1285
-	64	687
-	36	1334
-	111	158
-	87	323
-	121	136
-	33	1321
-	65	718
-	56	847
-	66	622
-	82	358
-	72	798
-	61	726
-	108	180
-	88	313
-	81	383
-	106	202
-	132	123
-	139	91
-	77	517
-	103	213
-	92	320
-	109	209
-	52	957
-	117	152
-	54	919
-	83	343
-	93	276
-	43	1211
-	131	114
-	75	1072
-	79	410
-	85	315
-	124	144
-	86	346
-	71	630
-	94	267
-	101	245
-	114	149
-	104	204
-	126	108
-	97	232
-	84	372
-	98	251
-	115	152
-	100	239
-	119	128
-	89	296
-	123	132
-	110	187
-	133	109
-	112	179
-	125	133
-	136	99
-	105	191
-	137	92
-	102	231
-	122	139
-	118	144
-	140	78
-	134	109
-	120	143
-	135	98
-	129	117
-	130	105
-	113	147
-	116	153
-	138	83
-	141	80
-	29	4
-	142	1
