"","Position","C.T","G.A"
"1",1,0.93208762612826,0
"2",2,0.886787583895288,0
"3",3,0.829309497599622,0
"4",4,0.770482575415052,0
"5",5,0.722119946387479,0
"6",6,0.689013306840295,0
"7",7,0.669087766770932,0
"8",8,0.658010804079821,0
"9",9,0.652123244615114,0
"10",10,0.649068349522078,0
"11",11,0.647502945408466,0
"12",12,0.646705878646158,0
"13",-12,0.646705878646158,0
"14",-11,0.647502945408466,0
"15",-10,0.649068349522078,0
"16",-9,0.652123244615114,0
"17",-8,0.658010804079821,0
"18",-7,0.669087766770932,0
"19",-6,0.689013306840295,0
"20",-5,0.722119946387479,0
"21",-4,0.770482575415052,0
"22",-3,0.829309497599622,0
"23",-2,0.886787583895288,0
"24",-1,0.93208762612826,0
