pos	3pG>A
1	0.32154166547799
2	0.23099298815028
3	0.158745397680035
4	0.137163326817337
5	0.113761604991314
6	0.0993927772451262
7	0.0823192415990335
8	0.070316643559658
9	0.0624554134214152
10	0.0565519222482884
11	0.0509436574223617
12	0.0464439940072266
13	0.0445418633779748
14	0.0411624512720084
15	0.0394796303952771
16	0.0364029175867772
17	0.0356525617438814
18	0.0337772855768951
19	0.0323132339030985
20	0.030500567045004
21	0.0290923496106205
22	0.0290529710430084
23	0.0277498510574918
24	0.0274384331975955
25	0.026716282620104
