# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_dsLibs/input/CDM020.A0101.SG1.1_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	67	1498
+	30	3186
+	55	2247
+	58	1971
+	41	3224
+	57	2124
+	37	3732
+	44	3681
+	56	2206
+	76	5343
+	60	1708
+	32	3436
+	47	3268
+	45	3525
+	38	3529
+	104	254
+	31	3262
+	53	2532
+	70	1359
+	49	2980
+	103	301
+	137	96
+	64	1717
+	35	3694
+	81	724
+	93	457
+	79	763
+	71	1217
+	36	3590
+	46	3593
+	63	1474
+	78	835
+	52	2696
+	40	3338
+	102	320
+	34	3546
+	72	1193
+	75	1937
+	123	134
+	62	1491
+	77	945
+	48	3260
+	43	3805
+	97	425
+	134	105
+	51	2805
+	33	3591
+	73	1273
+	39	3510
+	87	504
+	50	2914
+	132	92
+	54	2395
+	42	3965
+	59	1789
+	66	1603
+	82	700
+	68	1420
+	129	115
+	80	749
+	95	386
+	89	494
+	86	504
+	92	453
+	100	352
+	94	488
+	96	403
+	69	1383
+	106	261
+	61	1646
+	101	358
+	65	1635
+	84	616
+	111	189
+	74	1242
+	108	225
+	120	132
+	90	590
+	85	581
+	110	236
+	107	231
+	121	183
+	118	164
+	125	131
+	98	410
+	91	512
+	135	89
+	109	203
+	115	188
+	128	127
+	124	123
+	139	63
+	119	150
+	83	637
+	88	503
+	112	199
+	28	5
+	141	63
+	138	81
+	131	90
+	99	350
+	127	107
+	130	116
+	122	134
+	114	167
+	105	253
+	126	116
+	140	70
+	117	166
+	113	164
+	116	163
+	136	78
+	29	25
+	133	80
+	27	1
+	144	1
+	142	1
-	80	747
-	43	3834
-	41	3170
-	69	1306
-	46	3565
-	140	60
-	77	903
-	79	751
-	89	485
-	48	3254
-	78	818
-	42	4012
-	34	3558
-	64	1749
-	71	1273
-	76	5429
-	31	3300
-	62	1512
-	49	3052
-	37	3699
-	30	3110
-	45	3616
-	126	139
-	73	1246
-	110	227
-	54	2349
-	60	1775
-	87	538
-	59	1858
-	61	1585
-	107	243
-	55	2224
-	88	527
-	47	3313
-	36	3679
-	114	192
-	40	3288
-	38	3547
-	44	3830
-	32	3515
-	83	659
-	65	1532
-	51	2705
-	50	2901
-	53	2503
-	98	359
-	52	2603
-	33	3629
-	133	99
-	81	724
-	57	2000
-	112	168
-	72	1197
-	74	1152
-	120	157
-	35	3603
-	91	515
-	39	3420
-	86	559
-	56	2181
-	93	479
-	84	610
-	127	127
-	63	1496
-	75	1980
-	58	1950
-	66	1576
-	82	686
-	100	330
-	70	1315
-	67	1482
-	94	457
-	95	433
-	92	510
-	141	69
-	96	410
-	122	133
-	131	89
-	101	301
-	85	599
-	119	150
-	106	223
-	137	79
-	132	90
-	99	401
-	125	135
-	68	1453
-	104	258
-	121	166
-	108	235
-	97	386
-	136	68
-	118	159
-	102	295
-	90	495
-	128	96
-	124	151
-	109	221
-	117	160
-	103	286
-	113	178
-	123	143
-	105	248
-	134	77
-	116	137
-	139	60
-	115	158
-	29	12
-	111	187
-	130	87
-	135	83
-	138	63
-	129	109
-	28	3
