"","Position","C.T","G.A"
"1",1,0.840890483920477,0.148659426285799
"2",2,0.771451629471092,0.144698073748361
"3",3,0.683208415009928,0.126407524181705
"4",4,0.57951051376998,0.103940996445583
"5",5,0.467388635494564,0.0847616832869713
"6",6,0.356408605713909,0.0707813549897644
"7",7,0.257020708668574,0.0594031757694162
"8",8,0.177035427253144,0.0481305133396188
"9",9,0.118452921709374,0.0367928037132461
"10",10,0.07802011667006,0.0267474751248379
"11",11,0.0509860550618984,0.0187618572714477
"12",12,0.0331396770414565,0.0129111667427855
"13",-12,0.0111334727638742,0.0349174710860992
"14",-11,0.0158861468329014,0.0537834094426734
"15",-10,0.0223751067662322,0.0820997687547399
"16",-9,0.030757093361165,0.123736335293176
"17",-8,0.0407222926163854,0.182914752099469
"18",-7,0.0519375618684333,0.262192645949025
"19",-6,0.064845448998787,0.359951264225826
"20",-5,0.0810238173264246,0.469459173645023
"21",-4,0.101396518355702,0.580882039045045
"22",-3,0.123954002891396,0.684265405841731
"23",-2,0.143006032850392,0.772182135205203
"24",-1,0.152599025973347,0.841223669197949
