"","Position","C.T","G.A"
"1",1,0.971499194257052,0.736680622173291
"2",2,0.952863350824018,0.783689003785499
"3",3,0.927568691567176,0.795996875418837
"4",4,0.898358621649591,0.798868811696387
"5",5,0.872509767566434,0.793324429836973
"6",6,0.858253463016365,0.776393284034924
"7",7,0.854185405626656,0.752702457065638
"8",8,0.85360976486357,0.731880329045402
"9",9,0.850337459565406,0.728623606113364
"10",10,0.843388756971725,0.741247040277535
"11",11,0.833971496041816,0.759243095465696
"12",12,0.82205002973544,0.778147356463754
"13",-12,0.786453134732389,0.814902225088669
"14",-11,0.780520951061699,0.81998593991919
"15",-10,0.772380060482952,0.826630410990668
"16",-9,0.758388335750889,0.836457387839914
"17",-8,0.75438703439366,0.842927713445628
"18",-7,0.761229565621718,0.848364993256544
"19",-6,0.779184369528889,0.8547751597744
"20",-5,0.80074918839647,0.867333642401328
"21",-4,0.811834741947729,0.892410284608747
"22",-3,0.817052685894735,0.922304942692108
"23",-2,0.821195906821019,0.948848759719204
"24",-1,0.81430715818641,0.968922041410342
