pos	3pG>A
1	0.303851640513552
2	0.167521367521368
3	0.1046875
4	0.0777126099706745
5	0.062874251497006
6	0.0690208667736758
7	0.0597439544807966
8	0.0624092888243832
9	0.0540540540540541
10	0.0330935251798561
11	0.0640834575260805
12	0.0422535211267606
13	0.0381895332390382
14	0.0562130177514793
15	0.0463378176382661
16	0.034965034965035
17	0.0434782608695652
18	0.0442338072669826
19	0.0455764075067024
20	0.0389048991354467
21	0.0315789473684211
22	0.0487465181058496
23	0.046448087431694
24	0.0505050505050505
25	0.037344398340249
