pos	5pC>T
1	0.332909783989835
2	0.167218543046358
3	0.1
4	0.0804248861911988
5	0.0570032573289902
6	0.0472673559822747
7	0.0596026490066225
8	0.0655270655270655
9	0.0575757575757576
10	0.0478199718706048
11	0.0655270655270655
12	0.0472560975609756
13	0.0342935528120713
14	0.0578386605783866
15	0.0476878612716763
16	0.0366847826086957
17	0.0609375
18	0.0403100775193798
19	0.0543633762517883
20	0.0542635658914729
21	0.0555555555555556
22	0.0651595744680851
23	0.040785498489426
24	0.0327380952380952
25	0.0387016229712859
