pos	3pG>A
1	0.0155235444971899
2	0.0168836679545302
3	0.0154322850646868
4	0.0139807162534435
5	0.0137312728559632
6	0.0142368783090841
7	0.0130372593617371
8	0.0129955430448041
9	0.0137240975935829
10	0.0129036678390353
11	0.0129449838187702
12	0.0134163267022753
13	0.0121227341217296
14	0.0128184250319879
15	0.0121291831068245
16	0.0121984462314297
17	0.0126149191202141
18	0.0146480058928759
19	0.0119386662413707
20	0.0122985581000848
21	0.0131965433570304
22	0.0126817410448103
23	0.0136831445326299
24	0.0127112401877223
25	0.0124657813171648
