# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_ssLibs/input/PES001.B0102.SG1.5_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	64	592
+	34	2713
+	122	26
+	39	1827
+	110	53
+	37	2208
+	42	1956
+	31	3333
+	33	2762
+	55	801
+	56	727
+	32	3136
+	45	1472
+	41	1663
+	76	888
+	35	2733
+	53	886
+	138	11
+	81	222
+	30	3295
+	106	74
+	70	411
+	40	1788
+	38	2051
+	80	256
+	49	1134
+	108	60
+	50	1148
+	54	760
+	137	16
+	113	41
+	48	1221
+	90	154
+	58	630
+	47	1385
+	60	565
+	43	1796
+	46	1440
+	63	468
+	61	537
+	62	484
+	68	454
+	97	94
+	82	194
+	44	1738
+	67	470
+	36	2268
+	120	30
+	96	99
+	66	499
+	72	385
+	103	92
+	52	909
+	71	408
+	65	548
+	57	667
+	78	248
+	101	95
+	73	398
+	86	176
+	69	366
+	59	647
+	85	140
+	109	43
+	51	951
+	89	129
+	83	191
+	79	263
+	93	135
+	74	326
+	94	125
+	126	26
+	75	366
+	104	86
+	77	282
+	98	82
+	88	130
+	128	23
+	99	91
+	121	36
+	129	26
+	91	171
+	92	141
+	100	82
+	127	25
+	117	39
+	84	183
+	107	58
+	102	67
+	87	146
+	28	7
+	134	21
+	112	40
+	105	59
+	115	32
+	111	55
+	135	13
+	29	21
+	95	118
+	141	10
+	118	35
+	114	42
+	116	42
+	131	18
+	123	22
+	125	27
+	136	12
+	130	10
+	132	13
+	119	35
+	139	12
+	140	6
+	133	19
+	142	1
+	124	33
+	27	2
-	32	3243
-	48	1265
-	30	3340
-	66	505
-	40	1777
-	47	1374
-	46	1420
-	38	2107
-	44	1735
-	68	475
-	31	3335
-	71	413
-	75	385
-	59	597
-	92	149
-	34	2730
-	37	2263
-	74	336
-	127	25
-	39	1884
-	64	625
-	86	171
-	36	2238
-	55	752
-	41	1676
-	50	1182
-	33	2813
-	81	193
-	91	132
-	103	87
-	53	920
-	57	666
-	35	2606
-	72	371
-	76	940
-	80	236
-	61	577
-	58	637
-	52	960
-	42	1825
-	73	344
-	79	257
-	101	93
-	54	761
-	134	12
-	51	967
-	62	553
-	45	1488
-	87	143
-	69	410
-	137	10
-	43	1764
-	82	198
-	89	143
-	60	534
-	65	565
-	70	407
-	56	803
-	99	101
-	85	188
-	104	83
-	107	64
-	97	110
-	63	461
-	49	1154
-	90	160
-	114	43
-	93	122
-	77	301
-	98	108
-	105	61
-	136	12
-	96	103
-	78	247
-	67	483
-	88	144
-	84	201
-	124	31
-	100	101
-	119	46
-	111	54
-	102	78
-	116	40
-	135	13
-	120	36
-	94	118
-	83	192
-	117	41
-	108	60
-	128	21
-	121	39
-	106	66
-	118	41
-	113	54
-	123	24
-	131	16
-	125	29
-	95	116
-	109	46
-	115	48
-	132	19
-	141	10
-	133	11
-	129	22
-	126	19
-	110	51
-	139	11
-	112	49
-	29	28
-	130	22
-	28	9
-	138	16
-	122	20
-	140	10
