pos	5pC>T
1	0.275685754377871
2	0.121166890245055
3	0.048823980858652
4	0.0489497840783197
5	0.0358358124793405
6	0.0344629660631861
7	0.0281650071123755
8	0.0274834437086093
9	0.0290061372599351
10	0.0283214214147352
11	0.0298916303435038
12	0.0284122433882005
13	0.0318676885841065
14	0.0354038540385404
15	0.0354694760086488
16	0.0359791204606044
17	0.0350981436708601
18	0.0352239633892664
19	0.0391285908796679
20	0.0390321333360467
21	0.0381157691954867
22	0.0363492957746479
23	0.0383400256823139
24	0.0371535649840374
25	0.0419867906725974
