"","Position","C.T","G.A"
"1",1,0.82322815768012,0
"2",2,0.65678320601521,0
"3",3,0.440210520084815,0
"4",4,0.244266741583907,0
"5",5,0.11730807615269,0
"6",6,0.0518547489822904,0
"7",7,0.0220552751930314,0
"8",8,0.00925939747695615,0
"9",9,0.00390343081875636,0
"10",10,0.00168558757142562,0
"11",11,0.00077129412665626,0
"12",12,0.000395072144137576,0
"13",-12,0.000395072144137576,0
"14",-11,0.00077129412665626,0
"15",-10,0.00168558757142562,0
"16",-9,0.00390343081875636,0
"17",-8,0.00925939747695615,0
"18",-7,0.0220552751930314,0
"19",-6,0.0518547489822904,0
"20",-5,0.11730807615269,0
"21",-4,0.244266741583907,0
"22",-3,0.440210520084815,0
"23",-2,0.65678320601521,0
"24",-1,0.82322815768012,0
