# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_dsLibs/input/GOY006.A0101.SG1.2_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	36	670
+	40	622
+	35	673
+	41	589
+	47	525
+	80	132
+	50	425
+	38	638
+	53	407
+	32	676
+	37	675
+	34	721
+	44	641
+	45	592
+	55	404
+	48	536
+	52	453
+	70	195
+	81	99
+	78	141
+	61	307
+	49	495
+	46	565
+	76	360
+	42	625
+	79	142
+	69	212
+	57	402
+	43	611
+	39	641
+	31	642
+	75	202
+	101	57
+	64	293
+	54	415
+	51	466
+	73	168
+	96	55
+	30	621
+	56	360
+	72	165
+	59	299
+	85	91
+	126	11
+	83	118
+	103	43
+	65	252
+	66	221
+	67	224
+	63	272
+	58	363
+	60	324
+	71	177
+	130	12
+	87	92
+	62	308
+	33	665
+	77	138
+	82	96
+	105	39
+	68	197
+	138	10
+	84	98
+	116	19
+	98	60
+	88	97
+	89	77
+	90	63
+	114	20
+	91	63
+	86	84
+	128	7
+	94	54
+	102	44
+	136	8
+	113	24
+	108	36
+	97	46
+	104	32
+	74	168
+	110	26
+	112	21
+	129	13
+	93	51
+	99	46
+	117	24
+	92	83
+	107	33
+	131	12
+	118	17
+	95	56
+	109	32
+	115	22
+	123	14
+	133	7
+	124	25
+	120	17
+	121	15
+	111	32
+	141	5
+	100	51
+	122	14
+	125	15
+	134	9
+	28	2
+	140	10
+	106	32
+	135	4
+	119	16
+	139	5
+	127	12
+	29	1
+	132	3
+	137	5
-	34	671
-	36	649
-	64	266
-	68	204
-	50	493
-	74	179
-	43	617
-	31	677
-	71	194
-	41	590
-	57	380
-	42	651
-	54	385
-	49	527
-	53	392
-	38	681
-	79	146
-	132	13
-	60	319
-	70	225
-	111	22
-	40	634
-	52	442
-	66	250
-	76	372
-	39	630
-	30	571
-	48	537
-	61	286
-	46	595
-	55	381
-	35	684
-	73	199
-	59	311
-	51	463
-	62	275
-	72	181
-	56	400
-	32	674
-	82	114
-	78	153
-	63	271
-	117	29
-	83	94
-	37	644
-	90	84
-	33	714
-	44	614
-	89	84
-	86	94
-	65	263
-	58	331
-	96	60
-	85	96
-	84	118
-	45	595
-	69	194
-	126	12
-	47	543
-	97	52
-	91	80
-	112	29
-	94	71
-	105	47
-	77	147
-	120	15
-	75	218
-	88	78
-	107	32
-	81	110
-	67	238
-	104	34
-	133	7
-	116	20
-	80	124
-	123	13
-	87	85
-	134	7
-	122	13
-	99	45
-	114	21
-	106	30
-	95	66
-	103	34
-	100	41
-	98	45
-	125	13
-	93	65
-	113	27
-	128	14
-	108	22
-	110	27
-	92	57
-	130	13
-	119	15
-	118	12
-	102	27
-	136	7
-	101	40
-	121	18
-	127	9
-	141	6
-	115	20
-	135	8
-	124	8
-	140	13
-	109	23
-	129	8
-	131	11
-	137	2
-	138	3
-	139	3
-	29	1
