pos	3pG>A
1	0.0973933984983709
2	0.0728123990958993
3	0.0476190476190476
4	0.0399264705882353
5	0.0415647921760391
6	0.0369404930364192
7	0.0318831942789035
8	0.0310921380291711
9	0.0261776287005979
10	0.0250291036088475
11	0.0272924998245983
12	0.0259598603839442
13	0.0237373737373737
14	0.0230373051224944
15	0.0218523878437048
16	0.0216731686172518
17	0.0232558139534884
18	0.0214692566087338
19	0.0177674215393578
20	0.0187408898452141
21	0.02025555394221
22	0.0172475488441995
23	0.0199054139902591
24	0.0190588756740785
25	0.0147885241052943
