pos	3pG>A
1	0.138492871690428
2	0.132720105124836
3	0.0596330275229358
4	0.0773361976369495
5	0.0643729189789123
6	0.0751708428246014
7	0.0547520661157025
8	0.0613362541073384
9	0.0523446019629226
10	0.0542635658914729
11	0.0562162162162162
12	0.0418367346938776
13	0.040604343720491
14	0.044350580781415
15	0.0348468848996832
16	0.0402010050251256
17	0.0462487153134635
18	0.0395010395010395
19	0.0327380952380952
20	0.0418454935622318
21	0.0304259634888438
22	0.0404624277456647
23	0.0570505920344456
24	0.0382096069868996
25	0.03996003996004
