pos	5pC>T
1	0.150101419878296
2	0.096045197740113
3	0.0753768844221105
4	0.0509554140127389
5	0.0780885780885781
6	0.0736961451247165
7	0.0668724279835391
8	0.0673400673400673
9	0.044468546637744
10	0.0490093847758081
11	0.0587583148558758
12	0.0534351145038168
13	0.0395371263259402
14	0.0521064301552106
15	0.0451206715634837
16	0.04648862512364
17	0.0539647577092511
18	0.0452674897119342
19	0.0440744368266405
20	0.0431893687707641
21	0.0409233997901364
22	0.0347490347490347
23	0.0381760339342524
24	0.0553780617678381
25	0.0423991726990693
