# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_dsLibs/input/GOY006.A0101.SG1.2_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	60	43
+	64	36
+	47	78
+	41	78
+	38	78
+	31	72
+	29	1
+	32	69
+	80	10
+	76	54
+	91	7
+	95	9
+	93	6
+	40	95
+	49	74
+	58	41
+	65	31
+	44	109
+	96	10
+	57	44
+	71	27
+	33	79
+	37	74
+	74	30
+	42	65
+	48	72
+	68	31
+	53	46
+	51	66
+	35	88
+	34	84
+	62	42
+	43	82
+	39	85
+	36	74
+	52	73
+	67	20
+	78	24
+	83	11
+	75	23
+	59	42
+	61	40
+	94	8
+	69	35
+	30	46
+	54	57
+	111	7
+	46	86
+	50	71
+	81	18
+	97	9
+	45	70
+	66	38
+	73	35
+	104	6
+	72	25
+	85	14
+	63	43
+	84	12
+	102	2
+	105	2
+	82	14
+	119	5
+	107	4
+	90	20
+	88	4
+	125	2
+	130	1
+	56	44
+	87	17
+	77	16
+	110	3
+	79	21
+	98	10
+	70	23
+	55	46
+	99	7
+	103	5
+	100	6
+	106	3
+	109	3
+	113	2
+	117	4
+	133	1
+	89	7
+	92	5
+	112	3
+	118	2
+	128	2
+	136	1
+	86	2
+	131	1
+	124	1
+	101	2
+	116	1
+	108	2
+	115	2
+	134	1
-	32	70
-	30	58
-	44	101
-	54	69
-	51	76
-	49	68
-	58	45
-	64	47
-	37	74
-	59	50
-	50	53
-	55	51
-	92	10
-	57	42
-	61	44
-	38	75
-	76	43
-	53	55
-	99	6
-	56	61
-	73	30
-	67	24
-	62	38
-	46	76
-	39	82
-	36	86
-	41	77
-	65	37
-	63	36
-	45	85
-	47	78
-	94	11
-	43	95
-	68	44
-	52	46
-	60	28
-	42	68
-	66	37
-	35	84
-	70	25
-	40	57
-	82	16
-	75	23
-	77	22
-	71	28
-	34	65
-	33	73
-	91	15
-	79	10
-	31	55
-	107	5
-	80	13
-	98	8
-	72	28
-	95	6
-	48	69
-	117	2
-	84	18
-	69	24
-	124	3
-	85	9
-	109	3
-	83	14
-	78	19
-	90	9
-	115	3
-	116	3
-	101	7
-	88	6
-	113	4
-	86	15
-	96	6
-	141	2
-	81	14
-	137	1
-	121	1
-	89	8
-	74	28
-	103	2
-	97	7
-	135	1
-	119	3
-	125	2
-	87	5
-	104	3
-	105	5
-	122	1
-	110	4
-	134	1
-	100	6
-	112	1
-	138	1
-	114	1
-	93	7
-	102	1
-	108	1
-	29	1
-	127	2
-	106	1
-	133	1
-	126	2
-	111	1
-	128	1
-	123	1
-	129	1
-	120	1
