# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_dsLibs/input/CDM020.A0101.SG1.1_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	54	4
+	45	2
+	35	6
+	36	4
+	60	1
+	77	2
+	47	3
+	61	4
+	135	1
+	81	1
+	82	1
+	43	6
+	40	8
+	76	3
+	31	5
+	68	2
+	30	4
+	56	2
+	38	3
+	75	3
+	57	2
+	52	3
+	46	5
+	33	3
+	74	1
+	44	3
+	62	2
+	94	1
+	106	1
+	70	1
+	41	3
+	39	3
+	134	1
+	49	4
+	48	5
+	93	1
+	84	1
+	109	1
+	65	3
+	102	1
+	98	1
+	79	1
+	34	3
+	51	2
+	53	3
+	72	1
+	67	1
+	66	2
+	64	1
+	69	1
+	32	2
+	42	3
+	87	1
+	123	1
+	90	2
+	73	1
+	115	1
+	71	1
+	58	1
+	125	1
+	37	1
+	132	1
+	95	2
+	55	1
-	57	4
-	72	3
-	35	4
-	36	3
-	40	4
-	86	1
-	79	3
-	92	2
-	76	7
-	32	4
-	41	6
-	128	1
-	44	8
-	56	4
-	78	3
-	90	2
-	49	2
-	33	2
-	80	1
-	69	1
-	83	1
-	120	1
-	65	3
-	47	5
-	67	2
-	110	1
-	88	2
-	38	4
-	73	2
-	50	4
-	48	3
-	45	7
-	55	4
-	53	1
-	96	1
-	31	2
-	43	2
-	131	1
-	75	2
-	114	1
-	71	1
-	39	1
-	51	2
-	87	2
-	84	1
-	52	2
-	46	2
-	113	1
-	30	2
-	68	1
-	42	2
-	94	1
-	91	1
-	34	2
-	70	1
-	59	1
-	125	1
-	99	1
-	93	1
-	109	1
-	60	1
-	118	1
-	121	1
-	81	1
-	58	1
